uid	time	tags	text
macktrader	1337670874	mkt,stocks,worden	krull to arms 5-21-2012 facebook anyone? http://t.co/AWNjmnxZ mkt stocks worden
the_anna_banana	1337670874	mkt,stocks,worden	krull to arms 5-21-2012 facebook anyone? http://t.co/ZLOzy4Xd mkt stocks worden
ReaganRising	1337670864	finance,tcot,tlot,twisters,stocks,gop	rt @jarkesy   hard to attack capitalism  bain attacks get more awkward for obama http://t.co/PI6tW0gQ gop tcot twisters stocks finance tlot
livesensexstock	1337670772	sensex,bse,stocks	sensex live   16183 26 change 30 51  0 19 %  nse bse index at http://t.co/ErVgXSKx sensex bse stocks
GreatStockAlert	1337670700	stocks,trading,finance,pennystock	$itns delivers a sweet 37% in gains – is $hhii next for our members? http://t.co/4X8wlDea - stocks finance $gwbu $fb trading pennystock
Finance_Wire	1337670574	stocks,financial	whats the latest on these financial stocks $skf $ixg $kcg $vfh $bca $lts $pic $sf $erie http://t.co/AdIEiHb6
zephyrias	1337670570	stockmarket,stocks,facebook,ipo,techstocks	economix blog  who blew it on the facebook i p o ? http://t.co/RSbWNIzn ipo stockmarket stocks techstocks
Pennystocks24	1337670387	pennystock,stock	$hhii promoted by  microcap profiler at  21  may | 18 03 edt stock stock s pennystock s pennystock
Pennystocks24	1337670373	pennystock,stock	$hhii promoted by  otc tip reporter at  21  may | 18 03 edt stock stock s pennystock s pennystock
Pennystocks24	1337670367	pennystock,stock	$hhii promoted by  equity tradiing alert at  21  may | 18 02 edt stock stock s pennystock s pennystock
Pennystocks24	1337670362	pennystock,stock	$hhii promoted by  pennystocks scholar at  21  may | 18 02 edt stock stock s pennystock s pennystock
nasdaq_live	1337670338	nasdaq,stocks	nasdaq live  2847 21 its +68 42 points up google stock at http://t.co/QCs24Oo9 nasdaq stocks
AlgoTradingBlog	1337670244	weaker,aspen,yen,watch,asia,seen,japan,stocks,bet	japan ’s ‘ aspen ’ seen as bet on weaker yen - asia stocks to watch - marketwatch http://t.co/HvTFPs5W via @MarketWatch
MapisDiaz	1337670173	stocks	follow @TradeStockNet - designed to give investors of allan levels insight and a portal to trade stocks online!
