uid	time	tags	text
EdStannardNHR	1337842683	stockmarket,stocks	rt @Paul_Schatz   and a miracle did happen today… facebook closed higher! stockmarket stocks
NHRvoices	1337842682	stockmarket,stocks	rt @Paul_Schatz   and a miracle did happen today… facebook closed higher! stockmarket stocks
carbonfiberxrm	1337842682	stocks	stocks pphm - nasdaq pick - positive data on phase ii fda trials! http://t.co/ksxAy88a http://t.co/u1MTUHIh
redostoneage	1337842565	nyse,ftse,bonds,markets,trading,greece,cac,stocks,dax,euro	eu conference over  mentions of deposit guarantees  zero markets greece ftse dax cac euro stocks bonds trading nyse
redostoneage	1337842511	ftse,bonds,markets,trading,greece,cac,stocks,dax,euro	eu conference over  mentions of deposit guarantees  zero markets greece ftse dax cac euro stocks bonds trading
dnzStockInvest	1337842462	job,stocks,investment	stocks investment job - if you are a major player invest in a movie      it is a winner! - http://t.co/Jkz2aR5e job s
Pennystocks24	1337842459	pennystock,stock	$tlfx promoted by  pennystock players at  23  may | 17 50 edt stock stock s pennystock s pennystock
Pennystocks24	1337842453	pennystock,stock	$tlfx promoted by  123 stockalerts at  23  may | 17 50 edt stock stock s pennystock s pennystock
Pennystocks24	1337842447	pennystock,stock	$cbyi promoted by  inside bulls at  23  may | 17 48 edt stock stock s pennystock s pennystock
Pennystocks24	1337842441	pennystock,stock	$tlfx promoted by  pennystock guru at  23  may | 17 48 edt stock stock s pennystock s pennystock
nasdaq_live	1337842267	nasdaq,stocks	nasdaq live  2850 12 its +11 04 points up otcbb stock picks at http://t.co/IUl5UBtL nasdaq stocks
Finance_Wire	1337842252	stocks,financial	whats the latest on these financial stocks $sieb $cme $kcg $iyg $fxcm $jmp $pic $schw $ghl http://t.co/AdIzL7ac
ArgonautLimited	1337842231	stocks,euro	us stocks reversed losses european stocks + euro fell amid chatter of potential greek exit from euro zone http://t.co/XhPkCLKY
fixedratebonds	1337842180	stocks,pennystock	japans nikkei average futures down 0 1% on sgx pennystock stocks pennystock s http://t.co/NWxksf7g
Investingterms	1337842141	stocks	stocks to watch  stocks to watch thursday  netapp h-p stocks
AllFinance	1337842102	stocks	oldie but a goodie   should you invest in facebook stocks? http://t.co/bLfBaOf9 stocks
GekkoGreed	1337842005	stocks	stocks three stocks for thursday  looking for more fast money trades? the fast pros have three stocks on their     http://t.co/qnHCtTwH
Paul_Schatz	1337841936	stockmarket,stocks	and a miracle did happen today… facebook closed higher! stockmarket stocks
tradingeveryday	1337841900	pennystocks,sensex,shares,stockmarket,equity,bse,stocks	enjoy free online trading courses stocks shares bse sensex stockmarket equity pennystocks http://t.co/DkBUouWp
Freeformcom	1337841789	stocks	$nan ca north american nickel  worlds next nickel camp? see the presentation here  http://t.co/sNbHlNkX stocks
ABNConsultant	1337841681	stocks	perfect for agricultural finance  a securities-based credit line from a  b  nicholas  http://t.co/0JDLtie6 stocks @stockmarket
pilliho	1337841596	pennystock,stock	rt @Pennystocks24   $itns promoted by  stock mister at  23  may | 16 05 edt stock stock s pennystock s pennystock
IsabelSignals	1337841529	alcoa,stocks,dowjones	isabel is short on alcoa at dowjones   our profit 13 03%  target price $6 93  more trade signals? http://t.co/Dol3EpcL stocks
StockIndexes	1337841421	stocks	stocks tepco reportedly to hike some power rates by 12% http://t.co/uA3En43P http://t.co/1LdTDZ8x @Stockindexes
dow_live	1337841413	stocks,dow	dow live  12496 15 its -6 66 points down guru stock picks at http://t.co/YxmcJznT dow stocks
jl_fxcharts	1337841381	usd,fx,audusd,forex,greece,stocks,euro	fx charts daily fx outlook is now posted on http://t.co/L6XRHmup and on http://t.co/3rcIK731 fx forex euro usd audusd stocks greece
pilliho	1337841377	pennystock,stock	rt @Pennystocks24   $tlfx promoted by  too nice stocks at  23  may | 17 34 edt stock stock s pennystock s pennystock
Pennystocks24	1337841362	pennystock,stock	$tlfx promoted by  too nice stocks at  23  may | 17 34 edt stock stock s pennystock s pennystock
fixedratebonds	1337841322	stocks,pennystock	latin american markets  brazil stocks fall as greece fears accelerate pennystock stocks pennystock s http://t.co/9gBfcBki
dbertauche	1337841314	stockmarket,stocks,momentum	adding $splk & $z  to the watch list   full list @ http://t.co/AtewJqsN stockmarket momentum stocks
ashlysassy	1337841301	stocks,trading,dow,nyse	$atvi $mas $mrvl stocks trading dow nyse [116] charts at http://t.co/LLoOPpIA http://t.co/ZHN7Xl47
IG_Markets	1337841243	fx,forex,stocks	morning prices-24-05-12  a choppy session overnight with a prevailing risk-off tone saw most     http://t.co/KBCAWYYC stocks fx forex
livesensexstock	1337841239	sensex,bse,stocks	sensex live   15958 11 change -68 30  -0 43 %  bse sensex today at http://t.co/vZxFZv7g sensex bse stocks
tradepips	1337841196	fx,mkt,stocks,trading	long stocks ideas 2 stocks trading near 52-week lows with potential upside returns  by matt s    http://t.co/rtB1WRwO trading mkt fx
tradepips	1337841196	fx,mkt,stocks,trading	long stocks ideas is there money in flash memory alternatives?  by shareholders unite cheap     http://t.co/6yuvf574 trading mkt fx
tradepips	1337841195	fx,mkt,stocks,trading	long stocks ideas estimating the risk of peabody energy using the altman z-score  by paulo sa    http://t.co/FHfYapbm trading mkt fx
fixedratebonds	1337841193	stocks,pennystock	http://t.co/tmCv6YXb ft  shale gas boom helps slash us emissions http://t.co/bx2wpPj pennystock stocks pennystock s http://t.co/ChiBiRMu
FinAnalys	1337841112	equities,stocks,finance	vodafone 2012 1q financial analysis http://t.co/jITxa3Jn equities stocks finance
stockscommentar	1337841104	stocks	rt @stockstobuy   red hot stocks today - $rcon $rosg $gtim $schs $ambt $gmet $mela $gss $petm $bpax $cbak $mov $ra $tv http://t.co/9jWreulT
taxblog	1337841003	stocks	flat close as upbeat domestic economic news tempers global concerns http://t.co/FuZhXVMp stocks
Pennystocks24	1337841002	pennystock,stock	$pphm promoted by  market caliber at  23  may | 17 28 edt stock stock s pennystock s pennystock
ValueStocksNow	1337840996	stocks,tech	hewlett-packard beats views cuts jobs  shares jump - investors business daily http://t.co/hdMA0X2Q $hpq tech stocks
mycatbrenda	1337840974	stocks	rt @stockstobuy   red hot stocks today - $rcon $rosg $gtim $schs $ambt $gmet $mela $gss $petm $bpax $cbak $mov $ra $tv http://t.co/P0N1Fejp
options12	1337840960	dividends,stocks	can xerox make a comeback? - seeking alpha http://t.co/B8rvQ9zI via @seekingalpha stocks dividends
DJFunkyGrrL	1337840929	finance,ipo,nyt,facebook,wallst,stocks	&quot as facebook suits begin a question of who might pay&quot     http://t.co/uVGWJbQV    facebook ipo stocks finance nyt wallst
InfoEstate	1337840832	stocks	stocks hp to cut 27000 jobs - shares surge - hewlett-packard announced wednesday that it is slashing 27000 jobs i    http://t.co/b7kVmKIR
tradepips	1337840670	mkt,stocks,charts	$tocktwit$ stocktwits  dish rolls out international streaming video channels on roku for $1    http://t.co/RQLjWUXN stocks mkt charts
tradepips	1337840670	mkt,stocks,charts	$tocktwit$ stocktwits  the facebook effect author david kirkpatrick talks facebook?s ad net    http://t.co/iZa6LPpl stocks mkt charts
tradepips	1337840669	mkt,stocks,charts	$tocktwit$ stocktwits  looking long term with jp morgan http://t.co/I89ACZ0B via @1nvestor     http://t.co/E6CXOQnM stocks mkt charts
DJFunkyGrrL	1337840665	cnbc,ipo,facebook,wallst,msnbc,stocks	&quot facebooks dream ipo is starting to look like a nightmare&quot     http://t.co/FgLt2crL    facebook ipo stocks msnbc cnbc wallst
Willan2Rock	1337840546	scam,stocks,facebook,jpmorgan,money	rt @Willan2Review   what r ur thoughts on the fb fraud? http://t.co/eBTckaDE facebook scam stocks money jpmorgan
StockIndexes	1337840456	mkt,djia,stocks	rt @DowJonesIndexes   month-to-date the djia is down 5 43%  mkt stocks
nasdaq_live	1337840416	nasdaq,stocks	nasdaq live  2850 12 its +11 04 points up trading on the stock market at http://t.co/vABLwHjT nasdaq stocks
IsabelSignals	1337840329	stocks,3m,dowjones	isabel is long on 3m at dowjones   our profit -1 52%  target price $95 82  more trade signals? http://t.co/Dol3EpcL stocks
BeursIndex	1337840313	jones,index,beleggen,aandelen,mkt,djia,stocks,dow	dow jones index month-to-date the djia is down 5 43%  mkt stocks   month-to-date the djia is down 5 43%  mkt     aandelen beleggen
OilEnergy	1337840295	oil,stocks	oil stocks news alert on$pva$crk$snp$ivan$ngt http://t.co/O7liWmBk
Yield_Juicer	1337840261	investing,stockmarket,stocks	i cant believe how cheap portfolio padders like $rdsa & $exc are   both are terrific stocks in this environment  investing stockmarket
IG_Markets	1337840231	fx,forex,stocks	market update 24/05/12  aussie market to open a touch higher with choppy session expected due    http://t.co/KvK8Sllw stocks fx forex
JWGreen_	1337840198	mkt,djia,stocks	rt @DowJonesIndexes   month-to-date the djia is down 5 43%  mkt stocks
DowJonesIndexes	1337840112	mkt,djia,stocks	month-to-date the djia is down 5 43%  mkt stocks
fixedratebonds	1337840083	stocks,pennystock	http://t.co/tmCv6YXb h-p to lay off 27000 workers pennystock stocks pennystock s http://t.co/4yWLkMyi
pennystock_tips	1337840057	stocks,finance	heres my new 50 cent penny stock pick thats been on fire as the market slept! stocks set for 120% pop  http://t.co/Dyd1w7zL finance
biz_start	1337839899	penny,list,stocks	penny stocks list    http://t.co/vDeHiydJ list penny stocks
fixedratebonds	1337839845	stocks,pennystock	http://t.co/tmCv6YXb tepco reportedly to hike some power rates by 12% pennystock stocks pennystock s http://t.co/GrCVGeBi
ASX_small_caps	1337839726	australia,investing,asx,shares,ausbiz,stocks	asx shares set for positive start on late wall street rally http://t.co/RaC9rGwR ausbiz australia stocks investing
fixedratebonds	1337839725	stocks,pennystock	marketwatch first take  h-p’s whitman takes charge with big cuts pennystock stocks pennystock s http://t.co/d1xfNBos
DavidDginger	1337839712	stocks	stocks hp to cut 27000 jobs - shares surge http://t.co/YoFkHkOo
TechStockInvest	1337839531	nasdaq,stocks	facebook is totally dumping nasdaq you guys  reports  nasdaq messed up facebooks ipo and now     http://t.co/0HekCOGd nasdaq stocks
AAII_CI	1337839306	valueinvesting,stocks	ci feature  investing w/ walter schloss  look for stocks hitting new lows & trading below book value http://t.co/mPWqUXke valueinvesting
x_stocks	1337839305	stocks,trading	facebook may unfriend nasdaq hook up with nyse [report] trading stocks http://t.co/CWXVvMDg
carbonfiberxrm	1337838911	stocks	stocks powerhouse alert- tlfx -  my new 1m float pick with a doubling http://t.co/miLvpoxc http://t.co/u1MTUHIh
fixedratebonds	1337838896	stocks,pennystock	after hours  h-p climbs netapp tumbles in after-hours trade pennystock stocks pennystock s http://t.co/vNR7MXnG
dnzStockInvest	1337838862	job,stocks,investment	stocks investment job - sap ps / sap project systems / sap im / sap investment managem    - http://t.co/vNAxljy9 job s
OilEnergy	1337838657	oil,stocks	check out the most widely held oil stocks $sgy$mmr$gty$gpor$ash http://t.co/O7liWmBk
nasdaq_live	1337838552	nasdaq,stocks	nasdaq live  2850 12 its +11 04 points up penny gold stocks at http://t.co/K53KYoRe nasdaq stocks
